inventory_id,uniprot_accession,gene_symbol,resource_annotation_status,inventory_status,source_url,payload
CYT_A0A8Q3SJL1,A0A8Q3SJL1,IL6,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8Q3SJL1,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8Q3SJL1_HUMAN"",""gene_aliases"":""IL6"",""gene_symbol"":""IL6"",""go_ids"":""GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051223; GO:0051251; GO:0070102; GO:0071222; GO:1904894"",""inventory_id"":""CYT_A0A8Q3SJL1"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-6"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8Q3SJL1"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8Q3SJL1""}"
CYT_A0A8Q3WML5,A0A8Q3WML5,IL12B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8Q3WML5,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8Q3WML5_HUMAN"",""gene_aliases"":""IL12B"",""gene_symbol"":""IL12B"",""go_ids"":""GO:0004896; GO:0016020"",""inventory_id"":""CYT_A0A8Q3WML5"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0732"",""protein_names"":""Interleukin 12B"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8Q3WML5"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8Q3WML5""}"
CYT_A0A8V8TNL2,A0A8V8TNL2,TNF,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TNL2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TNL2_HUMAN"",""gene_aliases"":""TNF"",""gene_symbol"":""TNF"",""go_ids"":""GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0010573; GO:0097527"",""inventory_id"":""CYT_A0A8V8TNL2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0202; KW-1015; KW-0449; KW-0472; KW-0519; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor (TNF-a) (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) [Cleaved into: Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TNL2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TNL2""}"
CYT_A0A8V8TP82,A0A8V8TP82,TNFSF12,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TP82,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TP82_HUMAN"",""gene_aliases"":""TNFSF12"",""gene_symbol"":""TNFSF12"",""go_ids"":""GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165"",""inventory_id"":""CYT_A0A8V8TP82"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TP82"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TP82""}"
CYT_A0A8V8TPR7,A0A8V8TPR7,TNFSF12,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TPR7,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TPR7_HUMAN"",""gene_aliases"":""TNFSF12"",""gene_symbol"":""TNFSF12"",""go_ids"":"""",""inventory_id"":""CYT_A0A8V8TPR7"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TPR7"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TPR7""}"
CYT_A0A8V8TPS2,A0A8V8TPS2,TNFSF12,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TPS2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TPS2_HUMAN"",""gene_aliases"":""TNFSF12"",""gene_symbol"":""TNFSF12"",""go_ids"":""GO:0005576"",""inventory_id"":""CYT_A0A8V8TPS2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964"",""protein_names"":""TNF superfamily member 12"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TPS2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TPS2""}"
CYT_A0A8V8TQK2,A0A8V8TQK2,TNFSF12,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TQK2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TQK2_HUMAN"",""gene_aliases"":""TNFSF12"",""gene_symbol"":""TNFSF12"",""go_ids"":""GO:0005576"",""inventory_id"":""CYT_A0A8V8TQK2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964"",""protein_names"":""TNF superfamily member 12"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TQK2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TQK2""}"
CYT_A0A8V8TQX4,A0A8V8TQX4,TNFSF12,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8V8TQX4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8V8TQX4_HUMAN"",""gene_aliases"":""TNFSF12"",""gene_symbol"":""TNFSF12"",""go_ids"":""GO:0005576"",""inventory_id"":""CYT_A0A8V8TQX4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964"",""protein_names"":""TNF superfamily member 12"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8V8TQX4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8V8TQX4""}"
CYT_A0A8Z5A9P2,A0A8Z5A9P2,IL12A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A8Z5A9P2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A8Z5A9P2_HUMAN"",""gene_aliases"":""IL12A"",""gene_symbol"":""IL12A"",""go_ids"":"""",""inventory_id"":""CYT_A0A8Z5A9P2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-12 subunit alpha (IL-12A)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A8Z5A9P2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A8Z5A9P2""}"
CYT_A0A977WMN2,A0A977WMN2,TNF,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A977WMN2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A977WMN2_HUMAN"",""gene_aliases"":""TNF"",""gene_symbol"":""TNF"",""go_ids"":""GO:0002700; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0010573; GO:0031349; GO:0033209; GO:0043123; GO:0045087; GO:0050678; GO:0050793; GO:0050804; GO:0051046; GO:0051239; GO:0097527; GO:1903829"",""inventory_id"":""CYT_A0A977WMN2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0202; KW-1015; KW-0449; KW-0472; KW-0519; KW-0597; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor (TNF-a) (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) [Cleaved into: Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A977WMN2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A977WMN2""}"
CYT_A0AA50CIE2,A0AA50CIE2,unavailable,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0AA50CIE2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0AA50CIE2_HUMAN"",""gene_aliases"":"""",""gene_symbol"":""unavailable"",""go_ids"":""GO:0005126; GO:0005576; GO:0006952"",""inventory_id"":""CYT_A0AA50CIE2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-0964; KW-0732"",""protein_names"":""Interferon alpha 2b"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0AA50CIE2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0AA50CIE2""}"
CYT_A0AA51B0H1,A0AA51B0H1,CXCL5,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0AA51B0H1,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0AA51B0H1_HUMAN"",""gene_aliases"":""CXCL5"",""gene_symbol"":""CXCL5"",""go_ids"":""GO:0005576; GO:0006952; GO:0006955; GO:0008009"",""inventory_id"":""CYT_A0AA51B0H1"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0964; KW-0732"",""protein_names"":""C-X-C motif chemokine ligand 5"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0AA51B0H1"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0AA51B0H1""}"
CYT_A0AAQ5BHN2,A0AAQ5BHN2,CCL21,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0AAQ5BHN2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0AAQ5BHN2_HUMAN"",""gene_aliases"":""CCL21"",""gene_symbol"":""CCL21"",""go_ids"":""GO:0005576; GO:0006955; GO:0008009"",""inventory_id"":""CYT_A0AAQ5BHN2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1267; KW-1185; KW-0732"",""protein_names"":""C-C motif chemokine ligand 21"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0AAQ5BHN2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0AAQ5BHN2""}"
CYT_A0AAQ5BI34,A0AAQ5BI34,TNFSF4,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0AAQ5BI34,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0AAQ5BI34_HUMAN"",""gene_aliases"":""TNFSF4"",""gene_symbol"":""TNFSF4"",""go_ids"":""GO:0005125"",""inventory_id"":""CYT_A0AAQ5BI34"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0472; KW-1267; KW-1185; KW-0812; KW-1133"",""protein_names"":""TNF superfamily member 4"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0AAQ5BI34"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0AAQ5BI34""}"
CYT_A0ACI8P9S5,A0ACI8P9S5,TNFSF10,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8P9S5,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8P9S5_HUMAN"",""gene_aliases"":""TNFSF10"",""gene_symbol"":""TNFSF10"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8P9S5"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862"",""protein_names"":""Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8P9S5"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8P9S5""}"
CYT_A0ACI8PDG1,A0ACI8PDG1,TNFSF10,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8PDG1,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8PDG1_HUMAN"",""gene_aliases"":""TNFSF10"",""gene_symbol"":""TNFSF10"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8PDG1"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862"",""protein_names"":""Tumor necrosis factor ligand superfamily member"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8PDG1"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8PDG1""}"
CYT_A0ACI8PGS7,A0ACI8PGS7,TNFSF10,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8PGS7,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8PGS7_HUMAN"",""gene_aliases"":""TNFSF10"",""gene_symbol"":""TNFSF10"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8PGS7"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862"",""protein_names"":""Tumor necrosis factor ligand superfamily member"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8PGS7"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8PGS7""}"
CYT_A0ACI8PSL2,A0ACI8PSL2,FASLG,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8PSL2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8PSL2_HUMAN"",""gene_aliases"":""FASLG"",""gene_symbol"":""FASLG"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8PSL2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0968; KW-1015; KW-0325; KW-0458; KW-0472; KW-0539; KW-1267; KW-1185; KW-0678; KW-0964; KW-0735; KW-0804; KW-0805; KW-0812; KW-1133; KW-0832"",""protein_names"":""Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (Fas antigen ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8PSL2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8PSL2""}"
CYT_A0ACI8PV96,A0ACI8PV96,TNFSF10,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8PV96,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8PV96_HUMAN"",""gene_aliases"":""TNFSF10"",""gene_symbol"":""TNFSF10"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8PV96"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862"",""protein_names"":""Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8PV96"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8PV96""}"
CYT_A0ACI8Q607,A0ACI8Q607,CCL21,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8Q607,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8Q607_HUMAN"",""gene_aliases"":""CCL21"",""gene_symbol"":""CCL21"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8Q607"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1267; KW-1185; KW-0732"",""protein_names"":""C-C motif chemokine ligand 21"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8Q607"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8Q607""}"
CYT_A0ACI8QHC6,A0ACI8QHC6,IL33,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8QHC6,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8QHC6_HUMAN"",""gene_aliases"":""IL33"",""gene_symbol"":""IL33"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8QHC6"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804"",""protein_names"":""Interleukin-33"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8QHC6"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8QHC6""}"
CYT_A0ACI8QJ73,A0ACI8QJ73,IL33,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8QJ73,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8QJ73_HUMAN"",""gene_aliases"":""IL33"",""gene_symbol"":""IL33"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8QJ73"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804"",""protein_names"":""Interleukin-33"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8QJ73"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8QJ73""}"
CYT_A0ACI8QM52,A0ACI8QM52,ALKAL2,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8QM52,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8QM52_HUMAN"",""gene_aliases"":""ALKAL2"",""gene_symbol"":""ALKAL2"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8QM52"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""ALK and LTK ligand 2"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8QM52"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8QM52""}"
CYT_A0ACI8QT98,A0ACI8QT98,GRN,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0ACI8QT98,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0ACI8QT98_HUMAN"",""gene_aliases"":""GRN"",""gene_symbol"":""GRN"",""go_ids"":"""",""inventory_id"":""CYT_A0ACI8QT98"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732"",""protein_names"":""Progranulin (Acrogranin) (Proepithelin)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0ACI8QT98"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0ACI8QT98""}"
