inventory_id,uniprot_accession,gene_symbol,resource_annotation_status,inventory_status,source_url,payload
CYT_Q7Z4P5,Q7Z4P5,GDF7,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q7Z4P5,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""GDF7_HUMAN"",""gene_aliases"":""GDF7"",""gene_symbol"":""GDF7"",""go_ids"":""GO:0005125; GO:0005576; GO:0008083; GO:0010628; GO:0030509; GO:0032924; GO:0042802; GO:0045893; GO:0060391; GO:2001051"",""inventory_id"":""CYT_Q7Z4P5"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Growth/differentiation factor 7 (GDF-7)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q7Z4P5"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q7Z4P5""}"
CYT_Q7Z5A7,Q7Z5A7,TAFA5,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q7Z5A7,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""TAFA5_HUMAN"",""gene_aliases"":""TAFA5 FAM19A5 UNQ5208/PRO34524"",""gene_symbol"":""TAFA5"",""go_ids"":""GO:0001664; GO:0005576; GO:0005737; GO:0007186; GO:0048018; GO:1904706"",""inventory_id"":""CYT_Q7Z5A7"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0025; KW-0202; KW-0903; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Chemokine-like protein TAFA-5"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q7Z5A7"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q7Z5A7""}"
CYT_Q7Z5Y6,Q7Z5Y6,BMP8A,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q7Z5Y6,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""BMP8A_HUMAN"",""gene_aliases"":""BMP8A"",""gene_symbol"":""BMP8A"",""go_ids"":""GO:0002024; GO:0005125; GO:0005576; GO:0008083; GO:0030154; GO:0030509; GO:0046676; GO:0097009"",""inventory_id"":""CYT_Q7Z5Y6"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0891; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Bone morphogenetic protein 8A (BMP-8A)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q7Z5Y6"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q7Z5Y6""}"
CYT_Q7Z7M3,Q7Z7M3,IL2,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q7Z7M3,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q7Z7M3_HUMAN"",""gene_aliases"":""IL2"",""gene_symbol"":""IL2"",""go_ids"":""GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621"",""inventory_id"":""CYT_Q7Z7M3"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732"",""protein_names"":""Interleukin-2 (IL-2)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q7Z7M3"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q7Z7M3""}"
CYT_Q7Z7Q8,Q7Z7Q8,MCP-3,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q7Z7Q8,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q7Z7Q8_HUMAN"",""gene_aliases"":""MCP-3 CCL7 hCG_29304"",""gene_symbol"":""MCP-3"",""go_ids"":""GO:0005576; GO:0006955; GO:0008009"",""inventory_id"":""CYT_Q7Z7Q8"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0145; KW-0202; KW-1015; KW-0964; KW-0732"",""protein_names"":""C-C motif chemokine"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q7Z7Q8"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q7Z7Q8""}"
CYT_Q86UP4,Q86UP4,unavailable,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q86UP4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q86UP4_HUMAN"",""gene_aliases"":"""",""gene_symbol"":""unavailable"",""go_ids"":""GO:0005126; GO:0005576; GO:0006952"",""inventory_id"":""CYT_Q86UP4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-0964"",""protein_names"":""Interferon alpha 2b"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q86UP4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q86UP4""}"
CYT_Q86WN2,Q86WN2,IFNE,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q86WN2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNE_HUMAN"",""gene_aliases"":""IFNE IFNE1 UNQ360/PRO655"",""gene_symbol"":""IFNE"",""go_ids"":""GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006959; GO:0042742; GO:0043330; GO:0051607; GO:0060337; GO:0098586"",""inventory_id"":""CYT_Q86WN2"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon epsilon (IFN-epsilon) (Interferon epsilon-1)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q86WN2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q86WN2""}"
CYT_Q86YJ6,Q86YJ6,THNSL2,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q86YJ6,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""THNS2_HUMAN"",""gene_aliases"":""THNSL2"",""gene_symbol"":""THNSL2"",""go_ids"":""GO:0005576; GO:0016791; GO:0030170; GO:0070905"",""inventory_id"":""CYT_Q86YJ6"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0025; KW-0202; KW-0456; KW-1267; KW-0663; KW-1185; KW-0964"",""protein_names"":""Threonine synthase-like 2 (TSH2) (EC 4.2.3.-) (Secreted osteoclastogenic factor of activated T-cells) (SOFAT)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q86YJ6"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q86YJ6""}"
CYT_Q8IU54,Q8IU54,IFNL1,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8IU54,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNL1_HUMAN"",""gene_aliases"":""IFNL1 IL29 ZCYTO21"",""gene_symbol"":""IFNL1"",""go_ids"":""GO:0002829; GO:0005102; GO:0005125; GO:0005576; GO:0007259; GO:0008285; GO:0032002; GO:0032003; GO:0032696; GO:0032714; GO:0032729; GO:0038196; GO:0042531; GO:0043381; GO:0045087; GO:0045345; GO:0045581; GO:0045892; GO:0045893; GO:0046427; GO:0050778; GO:0051607; GO:0098586"",""inventory_id"":""CYT_Q8IU54"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0051; KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon lambda-1 (IFN-lambda-1) (Cytokine Zcyto21) (Interleukin-29) (IL-29)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IU54"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IU54""}"
CYT_Q8IUU6,Q8IUU6,IL16,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8IUU6,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8IUU6_HUMAN"",""gene_aliases"":""IL16"",""gene_symbol"":""IL16"",""go_ids"":""GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930"",""inventory_id"":""CYT_Q8IUU6"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0963; KW-0539; KW-0597; KW-0677; KW-0964"",""protein_names"":""IL16 protein"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IUU6"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IUU6""}"
CYT_Q8IZ96,Q8IZ96,CMTM1,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8IZ96,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""CKLF1_HUMAN"",""gene_aliases"":""CMTM1 CKLFSF1"",""gene_symbol"":""CMTM1"",""go_ids"":""GO:0016020"",""inventory_id"":""CYT_Q8IZ96"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0025; KW-0145; KW-0202; KW-0472; KW-1267; KW-1185; KW-0812; KW-1133"",""protein_names"":""CKLF-like MARVEL transmembrane domain-containing protein 1 (Chemokine-like factor superfamily member 1)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZ96"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZ96""}"
CYT_Q8IZI4,Q8IZI4,TNFSF13B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8IZI4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8IZI4_HUMAN"",""gene_aliases"":""TNFSF13B"",""gene_symbol"":""TNFSF13B"",""go_ids"":""GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_Q8IZI4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0964"",""protein_names"":""B-lymphocyte stimulator"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZI4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZI4""}"
CYT_Q8IZI5,Q8IZI5,TNFSF13B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8IZI5,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8IZI5_HUMAN"",""gene_aliases"":""TNFSF13B"",""gene_symbol"":""TNFSF13B"",""go_ids"":""GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_Q8IZI5"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0964"",""protein_names"":""B-lymphocyte stimulator"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZI5"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZI5""}"
CYT_Q8IZI6,Q8IZI6,TNFSF13B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8IZI6,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8IZI6_HUMAN"",""gene_aliases"":""TNFSF13B"",""gene_symbol"":""TNFSF13B"",""go_ids"":""GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_Q8IZI6"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0964"",""protein_names"":""B-lymphocyte stimulator"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZI6"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZI6""}"
CYT_Q8IZI9,Q8IZI9,IFNL3,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8IZI9,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNL3_HUMAN"",""gene_aliases"":""IFNL3 IL28B IL28C ZCYTO22"",""gene_symbol"":""IFNL3"",""go_ids"":""GO:0005102; GO:0005125; GO:0005576; GO:0007259; GO:0038196; GO:0045071; GO:0045087; GO:0050778; GO:0051607; GO:0098586"",""inventory_id"":""CYT_Q8IZI9"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0051; KW-0202; KW-1015; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon lambda-3 (IFN-lambda-3) (Cytokine Zcyto22) (Interleukin-28B) (IL-28B) (Interleukin-28C) (IL-28C)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZI9"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZI9""}"
CYT_Q8IZJ0,Q8IZJ0,IFNL2,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8IZJ0,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNL2_HUMAN"",""gene_aliases"":""IFNL2 IL28A ZCYTO20"",""gene_symbol"":""IFNL2"",""go_ids"":""GO:0002385; GO:0005102; GO:0005125; GO:0005576; GO:0007259; GO:0038196; GO:0045087; GO:0050778; GO:0051607; GO:0098586"",""inventory_id"":""CYT_Q8IZJ0"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon lambda-2 (IFN-lambda-2) (Cytokine Zcyto20) (Interleukin-28A) (IL-28A)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZJ0"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZJ0""}"
CYT_Q8IZV2,Q8IZV2,CMTM8,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8IZV2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""CKLF8_HUMAN"",""gene_aliases"":""CMTM8 CKLFSF8"",""gene_symbol"":""CMTM8"",""go_ids"":""GO:0005634; GO:0005737; GO:0016020; GO:0019911; GO:0042552"",""inventory_id"":""CYT_Q8IZV2"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0025; KW-0145; KW-0202; KW-0963; KW-0472; KW-0539; KW-1267; KW-1185; KW-0812; KW-1133"",""protein_names"":""CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8IZV2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8IZV2""}"
CYT_Q8N4W3,Q8N4W3,CSF3,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8N4W3,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8N4W3_HUMAN"",""gene_aliases"":""CSF3 hCG_30013"",""gene_symbol"":""CSF3"",""go_ids"":""GO:0005102; GO:0005125; GO:0005576; GO:0006955; GO:0045639; GO:0071682"",""inventory_id"":""CYT_Q8N4W3"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732"",""protein_names"":""Granulocyte colony-stimulating factor"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8N4W3"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8N4W3""}"
CYT_Q8N6T2,Q8N6T2,unavailable,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8N6T2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8N6T2_HUMAN"",""gene_aliases"":"""",""gene_symbol"":""unavailable"",""go_ids"":""GO:0001501; GO:0005576; GO:0008083; GO:0030279"",""inventory_id"":""CYT_Q8N6T2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732"",""protein_names"":""Growth/differentiation factor 10 (Bone morphogenetic protein 3B)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8N6T2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8N6T2""}"
CYT_Q8NEV9,Q8NEV9,IL27,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8NEV9,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IL27A_HUMAN"",""gene_aliases"":""IL27 IL27A IL30"",""gene_symbol"":""IL27"",""go_ids"":""GO:0005102; GO:0005576; GO:0005788; GO:0005829; GO:0007259; GO:0009986; GO:0032729; GO:0032733; GO:0042129; GO:0043066; GO:0043235; GO:0043410; GO:0045523; GO:0045625; GO:0070106; GO:0140459"",""inventory_id"":""CYT_Q8NEV9"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0930; KW-0202; KW-0325; KW-0391; KW-0395; KW-0399; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-27 subunit alpha (IL-27 subunit alpha) (IL-27-A) (IL27-A) (Interleukin-30) (p28)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8NEV9"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8NEV9""}"
CYT_Q8NFA4,Q8NFA4,IL2,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8NFA4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8NFA4_HUMAN"",""gene_aliases"":""IL2"",""gene_symbol"":""IL2"",""go_ids"":""GO:0005134; GO:0005576; GO:0006955; GO:0008083"",""inventory_id"":""CYT_Q8NFA4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1064; KW-0202; KW-1015; KW-0339; KW-0391; KW-0964"",""protein_names"":""Interleukin-2 (IL-2)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8NFA4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8NFA4""}"
CYT_Q8NHW4,Q8NHW4,CCL4L1; CCL4L2,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/Q8NHW4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""CC4L_HUMAN"",""gene_aliases"":""CCL4L1 CCL4L LAG1 SCYA4L1; CCL4L2 CCL4L SCYA4L2"",""gene_symbol"":""CCL4L1; CCL4L2"",""go_ids"":""GO:0005576; GO:0006954; GO:0008009; GO:0030335; GO:0048020; GO:0048245; GO:0061844; GO:0070098"",""inventory_id"":""CYT_Q8NHW4"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0025; KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""C-C motif chemokine 4-like (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Monocyte adherence-induced protein 5-alpha) (Small-inducible cytokine A4-like)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8NHW4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8NHW4""}"
CYT_Q8NHY9,Q8NHY9,unavailable,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8NHY9,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8NHY9_HUMAN"",""gene_aliases"":"""",""gene_symbol"":""unavailable"",""go_ids"":""GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333"",""inventory_id"":""CYT_Q8NHY9"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964"",""protein_names"":""Interferon gamma (IFN-gamma)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8NHY9"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8NHY9""}"
CYT_Q8NI58,Q8NI58,GDF3A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/Q8NI58,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""Q8NI58_HUMAN"",""gene_aliases"":""GDF3A"",""gene_symbol"":""GDF3A"",""go_ids"":""GO:0005576; GO:0008083; GO:0090092"",""inventory_id"":""CYT_Q8NI58"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732"",""protein_names"":""Growth differentiation factor 3A"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/Q8NI58"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""Q8NI58""}"
