catalog_record_id,evidence_status,retrieved_on,sha256,snapshot_path,source_group,source_id,url,url_role
,public_metadata_snapshot,2026-09-14T18:02:07.311689+00:00,90a9bc1370478fa74ef5945e39b7806c636192ee2bd02eaf7a23317d5668c635,data_dictionary/sources/hr_vilage/antibody/SDY315_antibody.csv,hr_vilage,SOURCE_d035f5c621f823eafc,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY315_antibody.csv,
,public_metadata_snapshot,2026-09-14T18:02:07.743692+00:00,22ad28cf4f49ae4690a8d78ebb68366659789b79f8ecf2c6bc2e1556b3197615,data_dictionary/sources/hr_vilage/antibody/challenge_covid19_antibody.csv,hr_vilage,SOURCE_fad6a11c2f37e14ac7,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/challenge_covid19_antibody.csv,
,public_metadata_snapshot,2026-09-14T18:02:07.835048+00:00,430f9f873e32949e38e7dd4b1ca5bc8e8f00bc725973e0f710312eaa310ce062,data_dictionary/sources/hr_vilage/meta/E_MTAB_12993_blood_meta.csv,hr_vilage,SOURCE_1e4590d6afd36c46d0,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/E_MTAB_12993_blood_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:07.953065+00:00,a93eef1c0ba1802b86e90a8ef3ffab4c7cee99d43bcdd12c2d033a7a65bea0eb,data_dictionary/sources/hr_vilage/meta/E_MTAB_12993_nose_meta.csv,hr_vilage,SOURCE_8ebe8257ffb1de6fbd,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/E_MTAB_12993_nose_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.224439+00:00,ec4b9971de6b83849a4c1d4560bdb5e76d282fedb7d85e1f5c7339e9c50c7493,data_dictionary/sources/hr_vilage/meta/GSE101709_meta.csv,hr_vilage,SOURCE_fa86c17bd329a403c2,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE101709_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.346885+00:00,f273f282b7f0dfb316514b11b82f5daa13c9c14546d8c75f4462809dfb8bb05e,data_dictionary/sources/hr_vilage/meta/GSE101710_meta.csv,hr_vilage,SOURCE_dccc93c8a248c14c15,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE101710_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.461054+00:00,a5f250fea3ff918b452625d38851c8b5a17e106889c33e5e9eaff4fb6f52668e,data_dictionary/sources/hr_vilage/meta/GSE102012_meta.csv,hr_vilage,SOURCE_b6c6a7874a4ba7cb8e,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE102012_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.762914+00:00,79245359ec97525c19cd30714a7f2e4cff73fa5bfae8682a542da9c95a5def0d,data_dictionary/sources/hr_vilage/meta/GSE107990_meta.csv,hr_vilage,SOURCE_30c8e669262e1109fb,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE107990_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.847534+00:00,ffc86c098c93efa015b213846aefd883ec5c4720bbe64d89e2a913469b2f434b,data_dictionary/sources/hr_vilage/meta/GSE11348_meta.csv,hr_vilage,SOURCE_9d8721f2ae9ae20b61,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE11348_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:08.975051+00:00,3472f92333c4c32828d9f40e6150f5994dc4493a786477d3cedf45655da2350e,data_dictionary/sources/hr_vilage/meta/GSE117580_meta.csv,hr_vilage,SOURCE_550894fd23d9c67091,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE117580_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:09.285360+00:00,536bc7894ed63be8cc3997b902cfcc64380c3b95da6c9198a5d4bc9dcf3a2bf2,data_dictionary/sources/hr_vilage/meta/GSE155237_meta.csv,hr_vilage,SOURCE_89d0490a31b14b1ff2,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE155237_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:09.344262+00:00,34a95dd819e24b138ff8bb422c574f9257b3c48166d05e1f8508ba995b902519,data_dictionary/sources/hr_vilage/meta/GSE169159_meta.csv,hr_vilage,SOURCE_70b5af4e7dcc893642,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE169159_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:09.592450+00:00,04fb7428b41eee2a928b0b5617b8b393e4178c999c4f8cf71f4602ded57e361b,data_dictionary/sources/hr_vilage/meta/GSE190001_BOOST_meta.csv,hr_vilage,SOURCE_8f65ffea7df53288c6,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE190001_BOOST_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:09.774681+00:00,1abb26b844d6e849f8bc7e049dadfc69fb3662bbb79387441b5c7c95540313be,data_dictionary/sources/hr_vilage/meta/GSE190001_PRIME_meta.csv,hr_vilage,SOURCE_99ccb4065520fd7686,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE190001_PRIME_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:09.877931+00:00,e8660d9cf2ef9db5e1c25ff9e0237f1a019f985368f932cbbc02dfa7af09341d,data_dictionary/sources/hr_vilage/meta/GSE190747_meta.csv,hr_vilage,SOURCE_323b38f0f5faade702,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE190747_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.130734+00:00,c74cb30d0b0affc1939ebc9cf32bdf8c6d2250677f8af206150c8f1354b96562,data_dictionary/sources/hr_vilage/meta/GSE194378_meta.csv,hr_vilage,SOURCE_ab677b43503ff7cb0b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE194378_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.406878+00:00,e22d6cf0b21ca5bc20f570d6b2b996bf8b3dd204967fbee6b8582238ec7cc960,data_dictionary/sources/hr_vilage/meta/GSE199750_meta.csv,hr_vilage,SOURCE_1b4758fd3cea8e9d9d,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE199750_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.409383+00:00,9e0477f016f460dec56ac4379b064a678795e0ba345663c797c7149d7ae60467,data_dictionary/sources/hr_vilage/meta/GSE201533_meta.csv,hr_vilage,SOURCE_7aafe08f24c72e55dd,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE201533_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.682225+00:00,d25dc631cfc13f375c1882deb867ed4dbfc5b65aa9a649df01caeb94ddbb5751,data_dictionary/sources/hr_vilage/meta/GSE201642_meta.csv,hr_vilage,SOURCE_e5f7bdfd543c1c770a,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE201642_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.921626+00:00,d33202bdf493de7650294c63eb15e5aa4097943b17e12f8c5b04508cfb32db5c,data_dictionary/sources/hr_vilage/meta/GSE207750_meta.csv,hr_vilage,SOURCE_066dbb77d8dc0ea7dd,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE207750_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:10.940224+00:00,52a2620f2694f8e3f9bc352465dac7a4b7db60cfc342ff76cc7290f8f51094c1,data_dictionary/sources/hr_vilage/meta/GSE209985_meta.csv,hr_vilage,SOURCE_354f4f1caa6d813637,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE209985_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.286101+00:00,bfcd9848d74ec45a1a03de84db619b845eb119ed0d15636e664eb50a7fc65074,data_dictionary/sources/hr_vilage/meta/GSE217770_meta.csv,hr_vilage,SOURCE_7131cc942176d64a5f,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE217770_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.440180+00:00,80892c7b3d00b7f56f3c8fa8a99b12a3292115b39113d65f47d52abfc4dba989,data_dictionary/sources/hr_vilage/meta/GSE220682_meta.csv,hr_vilage,SOURCE_189e9f2a8d742ac68f,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE220682_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.457853+00:00,4f5082f911ff542c06ea21df78b704122265bd1e51f7398c9896575085e595f8,data_dictionary/sources/hr_vilage/meta/GSE228839_meta.csv,hr_vilage,SOURCE_c295e5c2124d1cd9de,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE228839_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.837408+00:00,3192d91b440aff85d7fa3c8c8ae95902619203b031bc7c903b7a20b5dc7f1cc7,data_dictionary/sources/hr_vilage/meta/GSE230494_meta.csv,hr_vilage,SOURCE_6620be8ccefa2305c8,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE230494_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.977516+00:00,fbfda2b11749729a509b142174501eea19b8343744e991a071ce114ac6083486,data_dictionary/sources/hr_vilage/meta/GSE246525_meta.csv,hr_vilage,SOURCE_c7d96fc0e0ef8af012,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE246525_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:11.983024+00:00,c4c215b3581fa957347b0880e419b5daa95915989322508ecc7a92aecfc1671c,data_dictionary/sources/hr_vilage/meta/GSE247401_meta.csv,hr_vilage,SOURCE_cd457b4996abc48989,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE247401_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:12.438473+00:00,f7b9e7d18d13e6212f56dc8ee73cc812287284fe099e96bd15fcfe31cfcb08c2,data_dictionary/sources/hr_vilage/meta/GSE250023_meta.csv,hr_vilage,SOURCE_f507d39208a6c4c6a9,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE250023_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:13.052018+00:00,26ba6842f7b2078b11181cb88e8f9f3e9386a3272a2dd2ba4a56d9a3c5722d1f,data_dictionary/sources/hr_vilage/meta/GSE265975_meta.csv,hr_vilage,SOURCE_6a68bc16e0538df98c,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE265975_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:13.060912+00:00,2e5cf8c9d880750380097ddb4da68103fd60ebaf89ede8e05e20b9da4340fdf0,data_dictionary/sources/hr_vilage/meta/GSE276544_meta.csv,hr_vilage,SOURCE_4ec343e333002060ae,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE276544_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:13.575260+00:00,3900da6b99605da119d31da40ef011c849c68db11a8c3f8a3afd4762c8555f7f,data_dictionary/sources/hr_vilage/meta/GSE281864_meta.csv,hr_vilage,SOURCE_79975e3400eb9aece4,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE281864_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:14.520412+00:00,7240d8471bd7992273acf21b5a5cfdbc03f817c0be92e4653550af495f381f89,data_dictionary/sources/hr_vilage/meta/GSE29614_meta.csv,hr_vilage,SOURCE_60e6c65fb9fd3f563c,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE29614_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:14.523758+00:00,b061ec8f3f7c4aa692583a413534582422da98be310f238f38ffff8eabff4c83,data_dictionary/sources/hr_vilage/meta/GSE29615_meta.csv,hr_vilage,SOURCE_fe6aaa6c5e2ce8e1fa,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE29615_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:15.049539+00:00,2be094f496d64111a3b332dbe04f79b55cd403cc816cb5112fab945b967071a0,data_dictionary/sources/hr_vilage/meta/GSE29617_meta.csv,hr_vilage,SOURCE_8ad1a570e14cb2ef5e,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE29617_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:15.681991+00:00,892ac08ca8a2eb7dde3bb4413f82b4bd01b451d9de88d073a5e3efe3a0c3d8e9,data_dictionary/sources/hr_vilage/meta/GSE41080_meta.csv,hr_vilage,SOURCE_597835caabfc0f639f,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE41080_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:15.698908+00:00,fe3574a3de8a74adb131d996adc41c9b811abecd4f99c66b9f53cf070ab742ca,data_dictionary/sources/hr_vilage/meta/GSE45735_meta.csv,hr_vilage,SOURCE_598b123af747d3474c,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE45735_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:16.188488+00:00,8adbee886bc7cf9fabb284eaf97f750004bac6dbb87c624b5a22312e489954bd,data_dictionary/sources/hr_vilage/meta/GSE47353_meta.csv,hr_vilage,SOURCE_c49a9564f67eabf035,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE47353_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:17.144601+00:00,a6ec46654fd132bba76f250b05fab3970800fb002d8482ccd7b7caed1782c8d1,data_dictionary/sources/hr_vilage/meta/GSE48018_meta.csv,hr_vilage,SOURCE_566d78e668fc18fa63,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE48018_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:17.144667+00:00,3d57061fad0596378712d63fe03a8ad707ceb85d85474c2abbf928e232db1cab,data_dictionary/sources/hr_vilage/meta/GSE48023_meta.csv,hr_vilage,SOURCE_97782eb318c119f07c,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE48023_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:17.471747+00:00,5b32336659eb680bcdce6bff835f3955081477c1990c9face8172fc4eb5d0f4e,data_dictionary/sources/hr_vilage/meta/GSE48762_meta.csv,hr_vilage,SOURCE_a303da4961d3eeda0b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE48762_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:17.826500+00:00,36cb32593c4cf865245d439fc123be21ccf9cb4e609e7251888416af8d6e2947,data_dictionary/sources/hr_vilage/meta/GSE52005_meta.csv,hr_vilage,SOURCE_f24c362f6988c87210,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE52005_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:17.827081+00:00,fcf6b617995a703f7a07929821a0d364514d63dbb5b387046cada533eca7d71f,data_dictionary/sources/hr_vilage/meta/GSE59635_meta.csv,hr_vilage,SOURCE_e40086c9476e35003a,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE59635_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:18.105394+00:00,fbd5ab4e62b252d4e76670f77da9ddc2fb33a9051e91be6c033a00e0761e28b4,data_dictionary/sources/hr_vilage/meta/GSE59654_meta.csv,hr_vilage,SOURCE_11723ef2245d2eed16,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE59654_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:18.519950+00:00,f427937f080f98795fdd04d877c379d4624073755f4c3362f360790df124f4f6,data_dictionary/sources/hr_vilage/meta/GSE59743_meta.csv,hr_vilage,SOURCE_063c3bb48722b541d7,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE59743_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:18.520673+00:00,18e7185866d904220d963f7e569a660ed9074493ef3beac6947ff2d2e8779991,data_dictionary/sources/hr_vilage/meta/GSE61754_meta.csv,hr_vilage,SOURCE_59dba498e409ebd5cd,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE61754_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:18.716861+00:00,30e834f64e01e08a898a03f1b345f856941b36e15463aa7de535d789e21c26f4,data_dictionary/sources/hr_vilage/meta/GSE68310_meta.csv,hr_vilage,SOURCE_3f7abdbbd5fa2e8b8a,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE68310_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.069432+00:00,db47529e3ff2f895964322bebf6f8d14cfb009032102399ab54de5f6ac3ec4ea,data_dictionary/sources/hr_vilage/meta/GSE73072_H1N1_DEE3_meta.csv,hr_vilage,SOURCE_b8cdf5ce96480d6b30,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_H1N1_DEE3_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.148459+00:00,56e4dea1a5fa22734e6dce58d2f3ef10b7a61bcc3e951ba29bdeb094f2f94b44,data_dictionary/sources/hr_vilage/meta/GSE73072_H1N1_DEE4_meta.csv,hr_vilage,SOURCE_d0ee3ca1807ebfc464,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_H1N1_DEE4_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.261201+00:00,2c9150bb9d7c05851b8990ed8883605e3d7b7099e4953f8380c493888675ef9a,data_dictionary/sources/hr_vilage/meta/GSE73072_H3N2_DEE2_meta.csv,hr_vilage,SOURCE_317328050c3ed4d5a2,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_H3N2_DEE2_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.680014+00:00,479253263706aac45790e8214b8a6cf2a8f8bff58dcdfa7b2dfd7713459d7ff4,data_dictionary/sources/hr_vilage/meta/GSE73072_H3N2_DEE5_meta.csv,hr_vilage,SOURCE_08ee382d4b8f5a322b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_H3N2_DEE5_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.766241+00:00,6dfa873c8b0375604faf9c2ec6c84e9c3047718bd41fce4816769343f317366d,data_dictionary/sources/hr_vilage/meta/GSE73072_HRV_DUKE_meta.csv,hr_vilage,SOURCE_d47bf6fde23168a117,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_HRV_DUKE_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:19.907347+00:00,22de955990148bed48874c3255d9f632ea034148ded51edca5676990892c0f34,data_dictionary/sources/hr_vilage/meta/GSE73072_HRV_UVA_meta.csv,hr_vilage,SOURCE_a274a5d48c8654982b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_HRV_UVA_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:20.295800+00:00,41eb2dc4228d066dbbf651a4642bb01fc7332bdb0827d30009a49a825a81bc4e,data_dictionary/sources/hr_vilage/meta/GSE73072_RSV_DEE1_meta.csv,hr_vilage,SOURCE_40a5f79a4e100df72e,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE73072_RSV_DEE1_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:20.296175+00:00,1ef82657bc3b89ed80ea82077f5462797ec70a19272df6cd3fc65007a0aac5f0,data_dictionary/sources/hr_vilage/meta/GSE74811_meta.csv,hr_vilage,SOURCE_da2037fd5c5cd925db,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE74811_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:20.493453+00:00,195e3830cd6cb88c8b89b066e7b4ab227f5cefa4b5992db30abd6f96a896d30d,data_dictionary/sources/hr_vilage/meta/GSE74813_meta.csv,hr_vilage,SOURCE_b3d7eeaeaf48979197,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE74813_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:20.822732+00:00,e6d18b941fe773ecc2ca8f3cd24e0c87058b8b70332ef73737a524a37bca468a,data_dictionary/sources/hr_vilage/meta/GSE74815_meta.csv,hr_vilage,SOURCE_672f5e6fc150577e2b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE74815_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:20.825091+00:00,d2c5af6b7382847a04db113394c2f626be0a75a85e9851cdca8e3dad631a4d68,data_dictionary/sources/hr_vilage/meta/GSE74816_meta.csv,hr_vilage,SOURCE_e482f7f701ef6b3e19,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE74816_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:21.141118+00:00,932abc70fd238655a926ee1b1041d9e6cfcb47129b5922f4bace4612f3e5f5f1,data_dictionary/sources/hr_vilage/meta/GSE90732_meta.csv,hr_vilage,SOURCE_3c27c34a968bb2d318,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/GSE90732_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:21.447903+00:00,c6c7ad6fd50d8cc87a26e30e81484be71f6fbcf4563b220b3257a1dbf90a33f2,data_dictionary/sources/hr_vilage/meta/SDY112_meta.csv,hr_vilage,SOURCE_75c9ff1a5c7537e641,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/SDY112_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:21.465084+00:00,698e27df15143eeb45186f9b26ac9b8d373fb90b3451c779cbdfd6ec52c3bfc6,data_dictionary/sources/hr_vilage/meta/SDY311_meta.csv,hr_vilage,SOURCE_ad90e6e7a2f5f795ad,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/SDY311_meta.csv,
,public_metadata_snapshot,2026-09-14T18:02:21.864977+00:00,ced6b18e96d892b82a4752946b2732a9b2703faa98412f41a484fbf4373af73f,data_dictionary/sources/hr_vilage/meta/SDY315_meta.csv,hr_vilage,SOURCE_c72b679874eff7222b,https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/meta/SDY315_meta.csv,
FLU:GSE17156,source_checked_catalogue_pending_review,2026-09-14,49d4b42999e54dc4f1390cb6310b697a6f7fa238d540b240be747d549b401593,data_dictionary/sources/influenza/snapshots/GSE17156.soft.txt,Influenza primary sources,SOURCE_bb73b4a535b3d13753,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE17156,record landing page; individual evidence URLs remain in source record citations
FLU:GSE30550,source_checked_catalogue_pending_review,2026-09-14,64a2fc66d165aec5ff95b8bf2b8d5b9de6a7062ef3ddbd2906bde344713c75b3,data_dictionary/sources/influenza/snapshots/GSE30550.soft.txt,Influenza primary sources,SOURCE_a0f57d2b57fe1dcd34,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30550,record landing page; individual evidence URLs remain in source record citations
FLU:GSE52428,source_checked_catalogue_pending_review,2026-09-14,21ab50213d9f429fd48b2629e26af77600a265f26b5fa574b3704f3fe04cc4af,data_dictionary/sources/influenza/snapshots/GSE52428.soft.txt,Influenza primary sources,SOURCE_96290e0f4d06e2e667,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52428,record landing page; individual evidence URLs remain in source record citations
FLU:GSE61754,source_checked_catalogue_pending_review,2026-09-14,fd4a7fb55baa713d620b48424f5167c4ba6f64069a83207ce9db1a5d9abb39f1,data_dictionary/sources/influenza/snapshots/GSE61754.soft.txt,Influenza primary sources,SOURCE_917b4d49bf58126cb2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61754,record landing page; individual evidence URLs remain in source record citations
