Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
P01375	TNFA_HUMAN	reviewed	TNF	TNF TNFA TNFSF2	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	9606	KW-0002; KW-1003; KW-0202; KW-0903; KW-1015; KW-0325; KW-0449; KW-0472; KW-0519; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0000122; GO:0000976; GO:0001666; GO:0001774; GO:0001819; GO:0001891; GO:0001937; GO:0001975; GO:0002020; GO:0002037; GO:0002281; GO:0002439; GO:0002639; GO:0002719; GO:0003009; GO:0003085; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006954; GO:0006955; GO:0007259; GO:0007623; GO:0008625; GO:0009410; GO:0009615; GO:0009651; GO:0009750; GO:0009897; GO:0009986; GO:0010459; GO:0010573; GO:0010628; GO:0010629; GO:0010744; GO:0010888; GO:0014823; GO:0019722; GO:0031334; GO:0031622; GO:0031642; GO:0031663; GO:0031667; GO:0032715; GO:0032722; GO:0032724; GO:0032731; GO:0032741; GO:0032755; GO:0032757; GO:0033209; GO:0034116; GO:0034138; GO:0035900; GO:0036005; GO:0042311; GO:0042802; GO:0043025; GO:0043065; GO:0043068; GO:0043122; GO:0043123; GO:0043243; GO:0043410; GO:0043525; GO:0043537; GO:0045071; GO:0045121; GO:0045429; GO:0045471; GO:0045598; GO:0045599; GO:0045668; GO:0045672; GO:0045732; GO:0045760; GO:0045785; GO:0045840; GO:0045892; GO:0045893; GO:0045930; GO:0045944; GO:0046325; GO:0046330; GO:0046677; GO:0048018; GO:0048143; GO:0048566; GO:0048661; GO:0050729; GO:0050768; GO:0050796; GO:0050806; GO:0050807; GO:0050890; GO:0050901; GO:0050966; GO:0050995; GO:0051044; GO:0051222; GO:0051384; GO:0051798; GO:0051897; GO:0051966; GO:0055037; GO:0060252; GO:0060557; GO:0061044; GO:0061048; GO:0070374; GO:0070886; GO:0071300; GO:0071316; GO:0071346; GO:0071479; GO:0071677; GO:0071803; GO:0072577; GO:0072659; GO:0090324; GO:0090594; GO:0097191; GO:0097237; GO:0097421; GO:0097527; GO:0120190; GO:0140072; GO:0140374; GO:0140460; GO:0150078; GO:0150129; GO:1900017; GO:1900222; GO:1901224; GO:1901647; GO:1902004; GO:1902065; GO:1902565; GO:1902894; GO:1902895; GO:1903078; GO:1903140; GO:1903347; GO:1904638; GO:1904646; GO:1904707; GO:1904880; GO:1904996; GO:1904999; GO:1905235; GO:1905242; GO:1990268; GO:2000010; GO:2000334; GO:2000343; GO:2000347; GO:2000351; GO:2000377; GO:2000573; GO:2001234; GO:2001238; GO:2001240
P01563	IFNA2_HUMAN	reviewed	IFNA2	IFNA2 IFNA2A IFNA2B IFNA2C	Interferon alpha-2 (IFN-alpha-2) (Interferon alpha-A) (LeIF A)	9606	KW-0002; KW-0051; KW-0202; KW-0903; KW-1015; KW-0325; KW-0582; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006915; GO:0006954; GO:0006959; GO:0007166; GO:0007267; GO:0010629; GO:0031012; GO:0032696; GO:0032714; GO:0043330; GO:0045581; GO:0045892; GO:0046597; GO:0051607; GO:0060337; GO:0097696; GO:0098586; GO:2000552
P01568	IFN21_HUMAN	reviewed	IFNA21	IFNA21	Interferon alpha-21 (IFN-alpha-21) (Interferon alpha-F) (LeIF F)	9606	KW-0051; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0043330; GO:0060337; GO:0098586
P01570	IFN14_HUMAN	reviewed	IFNA14	IFNA14	Interferon alpha-14 (IFN-alpha-14) (Interferon alpha-H) (LeIF H) (Interferon lambda-2-H)	9606	KW-0051; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0043330; GO:0060337; GO:0098586
P01574	IFNB_HUMAN	reviewed	IFNB1	IFNB1 IFB IFNB	Interferon beta (IFN-beta) (Fibroblast interferon)	9606	KW-0002; KW-0051; KW-0202; KW-1015; KW-0325; KW-0582; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0007166; GO:0007259; GO:0008811; GO:0009615; GO:0010508; GO:0019221; GO:0030101; GO:0035458; GO:0042100; GO:0043330; GO:0045071; GO:0045087; GO:0045089; GO:0045343; GO:0045581; GO:0045944; GO:0051607; GO:0060337; GO:0070050; GO:0071360; GO:0097696; GO:0098586; GO:0140123; GO:2000552; GO:2001235
P01579	IFNG_HUMAN	reviewed	IFNG	IFNG	Interferon gamma (IFN-gamma) (Immune interferon)	9606	KW-0002; KW-0051; KW-0165; KW-0202; KW-0903; KW-0325; KW-0341; KW-0582; KW-1267; KW-0873; KW-1185; KW-0964; KW-0732	GO:0000122; GO:0001774; GO:0001819; GO:0002250; GO:0002281; GO:0005125; GO:0005133; GO:0005576; GO:0006915; GO:0006955; GO:0006959; GO:0007166; GO:0007259; GO:0008284; GO:0009615; GO:0010508; GO:0010628; GO:0010629; GO:0010634; GO:0030225; GO:0030857; GO:0032700; GO:0032722; GO:0032731; GO:0032735; GO:0032747; GO:0032755; GO:0032760; GO:0033141; GO:0034393; GO:0038096; GO:0038196; GO:0042116; GO:0042531; GO:0045348; GO:0045429; GO:0045672; GO:0045785; GO:0045821; GO:0045892; GO:0045944; GO:0048143; GO:0048662; GO:0050729; GO:0050766; GO:0050769; GO:0050796; GO:0051044; GO:0060333; GO:0060552; GO:0060557; GO:0097191; GO:0097696; GO:0098586; GO:0150076; GO:1900222; GO:1900451; GO:1901857; GO:1902004; GO:1903078; GO:1903543; GO:1904440; GO:2000309
P01583	IL1A_HUMAN	reviewed	IL1A	IL1A IL1F1	Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1)	9606	KW-0002; KW-0007; KW-0202; KW-0963; KW-0903; KW-0325; KW-0395; KW-0449; KW-0497; KW-0519; KW-0539; KW-0597; KW-1267; KW-0666; KW-1185; KW-0964	GO:0001819; GO:0005125; GO:0005149; GO:0005507; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006915; GO:0006954; GO:0006955; GO:0008285; GO:0010575; GO:0010628; GO:0019221; GO:0030224; GO:0032690; GO:0032743; GO:0032755; GO:0032760; GO:0033092; GO:0034605; GO:0043123; GO:0043410; GO:0045323; GO:0045766; GO:0045840; GO:0046688; GO:0050714; GO:0050728; GO:0050729; GO:0070372; GO:0070498; GO:0071222; GO:2000660; GO:2001240
P01584	IL1B_HUMAN	reviewed	IL1B	IL1B IL1F2	Interleukin-1 beta (IL-1 beta) (Catabolin)	9606	KW-0002; KW-0202; KW-0963; KW-0903; KW-0395; KW-0458; KW-0497; KW-1267; KW-0666; KW-1185; KW-0964	GO:0002711; GO:0005125; GO:0005149; GO:0005178; GO:0005576; GO:0005764; GO:0005829; GO:0006915; GO:0006954; GO:0006955; GO:0007165; GO:0007267; GO:0007566; GO:0008284; GO:0008285; GO:0010573; GO:0010575; GO:0010628; GO:0010641; GO:0010718; GO:0010744; GO:0010829; GO:0014805; GO:0019221; GO:0019904; GO:0030141; GO:0030213; GO:0030335; GO:0030949; GO:0031394; GO:0031622; GO:0032308; GO:0032496; GO:0032725; GO:0032729; GO:0032743; GO:0032755; GO:0032757; GO:0033092; GO:0034116; GO:0042102; GO:0043122; GO:0043123; GO:0043409; GO:0043410; GO:0045429; GO:0045766; GO:0045833; GO:0045840; GO:0045893; GO:0045917; GO:0046330; GO:0046627; GO:0046827; GO:0050691; GO:0050729; GO:0050767; GO:0050768; GO:0050796; GO:0050805; GO:0050830; GO:0050995; GO:0050996; GO:0050999; GO:0051044; GO:0051897; GO:0060252; GO:0060355; GO:0070164; GO:0070372; GO:0070374; GO:0070487; GO:0070498; GO:0070555; GO:0071222; GO:0071260; GO:0071466; GO:0071639; GO:0097398; GO:0150078; GO:1900745; GO:1901224; GO:1902680; GO:1903140; GO:1903597; GO:1905075; GO:2000556; GO:2001240
P01588	EPO_HUMAN	reviewed	EPO	EPO	Erythropoietin (Epoetin)	9606	KW-0002; KW-0985; KW-0903; KW-0225; KW-1015; KW-0265; KW-0325; KW-0372; KW-0582; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000122; GO:0001666; GO:0005125; GO:0005128; GO:0005179; GO:0005576; GO:0006953; GO:0007165; GO:0008015; GO:0008284; GO:0009651; GO:0009986; GO:0010523; GO:0010976; GO:0030218; GO:0030295; GO:0032496; GO:0033189; GO:0033574; GO:0038162; GO:0042104; GO:0043235; GO:0043627; GO:0044297; GO:0045666; GO:0045893; GO:0046579; GO:0048678; GO:0051602; GO:0055093; GO:0070374; GO:0070555; GO:0071474; GO:0071548; GO:0097696; GO:1902219; GO:1902251
P02775	CXCL7_HUMAN	reviewed	PPBP	PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1	Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III (CTAP-III) (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81) (CTAP-III(1-81)); Beta-thromboglobulin (Beta-TG); Neutrophil-activating peptide 2(74) (NAP-2(74)); Neutrophil-activating peptide 2(73) (NAP-2(73)); Neutrophil-activating peptide 2 (NAP-2); TC-1; Neutrophil-activating peptide 2(1-66) (NAP-2(1-66)); Neutrophil-activating peptide 2(1-63) (NAP-2(1-63))]	9606	KW-0002; KW-0044; KW-0929; KW-0145; KW-0165; KW-0202; KW-0903; KW-1015; KW-0339; KW-0497; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006954; GO:0008009; GO:0030593; GO:0031093; GO:0045236; GO:0055056; GO:0061844; GO:0071222; GO:1904659; GO:1904724
P02776	PLF4_HUMAN	reviewed	PF4	PF4 CXCL4 SCYB4	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0358; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002548; GO:0005576; GO:0005737; GO:0006954; GO:0007189; GO:0008009; GO:0008201; GO:0010628; GO:0010744; GO:0016525; GO:0019221; GO:0030168; GO:0030195; GO:0030593; GO:0030595; GO:0031012; GO:0031093; GO:0032760; GO:0042127; GO:0042832; GO:0045236; GO:0045347; GO:0045651; GO:0045653; GO:0045944; GO:0048018; GO:0048248; GO:0061844; GO:0071222; GO:2001240
P02778	CXL10_HUMAN	reviewed	CXCL10	CXCL10 INP10 SCYB10	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)]	9606	KW-0002; KW-0145; KW-0164; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0007166; GO:0007186; GO:0007189; GO:0007267; GO:0007517; GO:0008009; GO:0008015; GO:0008201; GO:0008284; GO:0008603; GO:0009897; GO:0010332; GO:0010818; GO:0010819; GO:0010996; GO:0016525; GO:0030593; GO:0033280; GO:0034605; GO:0042056; GO:0042118; GO:0042127; GO:0042981; GO:0045236; GO:0045944; GO:0048248; GO:0051281; GO:0070098; GO:0071222; GO:0090026; GO:0097398; GO:0098586; GO:0140374; GO:1901509; GO:2000406
P04141	CSF2_HUMAN	reviewed	CSF2	CSF2 GMCSF	Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim)	9606	KW-0002; KW-0202; KW-1015; KW-0325; KW-0339; KW-0582; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001821; GO:0005125; GO:0005129; GO:0005576; GO:0005886; GO:0006955; GO:0007259; GO:0008083; GO:0008284; GO:0010628; GO:0010744; GO:0030099; GO:0030225; GO:0030335; GO:0030526; GO:0032747; GO:0034021; GO:0034405; GO:0038157; GO:0042045; GO:0043011; GO:0045187; GO:0045892; GO:0070665; GO:0071222; GO:0071803; GO:0097011; GO:0097028; GO:0097696; GO:2001240
P04628	WNT1_HUMAN	reviewed	WNT1	WNT1 INT1	Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog)	9606	KW-0217; KW-0225; KW-1015; KW-0272; KW-0325; KW-0449; KW-1065; KW-1285; KW-1267; KW-0656; KW-1185; KW-0964; KW-0732; KW-0879	GO:0000578; GO:0005109; GO:0005125; GO:0005576; GO:0005737; GO:0005788; GO:0005796; GO:0005886; GO:0007267; GO:0008284; GO:0009611; GO:0009986; GO:0010592; GO:0010812; GO:0016015; GO:0016055; GO:0019904; GO:0021551; GO:0021588; GO:0022408; GO:0030182; GO:0030514; GO:0030666; GO:0030901; GO:0033278; GO:0036520; GO:0042770; GO:0043066; GO:0043568; GO:0045165; GO:0045599; GO:0045747; GO:0045893; GO:0048018; GO:0048146; GO:0060061; GO:0060070; GO:0060348; GO:0061184; GO:0070062; GO:1903377; GO:1904948; GO:1990403; GO:2000773
P05000	IFNW1_HUMAN	reviewed	IFNW1	IFNW1	Interferon omega-1 (Interferon alpha-II-1)	9606	KW-0002; KW-0051; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0009615; GO:0043235; GO:0043330; GO:0051726; GO:0060337; GO:0098586
P05014	IFNA4_HUMAN	reviewed	IFNA4	IFNA4	Interferon alpha-4 (IFN-alpha-4) (Interferon alpha-4B) (Interferon alpha-76) (Interferon alpha-M1)	9606	KW-0051; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006959; GO:0009615; GO:0043330; GO:0060337; GO:0098586
P05111	INHA_HUMAN	reviewed	INHA	INHA	Inhibin alpha chain	9606	KW-0165; KW-0903; KW-1015; KW-0325; KW-0339; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001501; GO:0001541; GO:0001750; GO:0001917; GO:0005102; GO:0005125; GO:0005179; GO:0005576; GO:0005886; GO:0007165; GO:0007166; GO:0007178; GO:0007267; GO:0008083; GO:0008584; GO:0030154; GO:0030218; GO:0032689; GO:0032926; GO:0034673; GO:0034711; GO:0042127; GO:0042326; GO:0042541; GO:0043025; GO:0043512; GO:0043513; GO:0044877; GO:0045578; GO:0045650; GO:0045786; GO:0046881; GO:0046882; GO:0051726
P05112	IL4_HUMAN	reviewed	IL4	IL4	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)	9606	KW-0002; KW-0025; KW-0075; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000122; GO:0005125; GO:0005136; GO:0005576; GO:0006955; GO:0007259; GO:0008083; GO:0008203; GO:0008284; GO:0010628; GO:0010633; GO:0016239; GO:0016516; GO:0030183; GO:0030335; GO:0030890; GO:0032720; GO:0032733; GO:0032736; GO:0035771; GO:0042092; GO:0042102; GO:0042110; GO:0042116; GO:0042531; GO:0043011; GO:0043066; GO:0045191; GO:0045348; GO:0045582; GO:0045671; GO:0045892; GO:0045893; GO:0045944; GO:0048260; GO:0048295; GO:0048304; GO:0050728; GO:0050776; GO:0097028; GO:0120162; GO:0150076; GO:0150079; GO:1900223; GO:1901857; GO:1902107; GO:1903660; GO:1903845; GO:2000352; GO:2000553; GO:2001171
P05113	IL5_HUMAN	reviewed	IL5	IL5	Interleukin-5 (IL-5) (B-cell differentiation factor I) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF)	9606	KW-0002; KW-0025; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	GO:0002639; GO:0005125; GO:0005137; GO:0005576; GO:0005886; GO:0005895; GO:0006954; GO:0006955; GO:0007259; GO:0008083; GO:0030890; GO:0038043; GO:0045645; GO:0045944; GO:0046427; GO:0071803
P05231	IL6_HUMAN	reviewed	IL6	IL6 IFNB2	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	9606	KW-0002; KW-0011; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001781; GO:0001960; GO:0002314; GO:0002384; GO:0002446; GO:0002548; GO:0002639; GO:0002675; GO:0002690; GO:0005125; GO:0005138; GO:0005576; GO:0005788; GO:0005886; GO:0005896; GO:0006953; GO:0006954; GO:0006959; GO:0007259; GO:0008083; GO:0008284; GO:0008285; GO:0010573; GO:0010574; GO:0010575; GO:0010628; GO:0010718; GO:0010888; GO:0014823; GO:0019221; GO:0030168; GO:0031018; GO:0031175; GO:0032494; GO:0032682; GO:0032722; GO:0032731; GO:0032733; GO:0032740; GO:0032745; GO:0032755; GO:0032757; GO:0032760; GO:0032966; GO:0033138; GO:0035425; GO:0035633; GO:0038001; GO:0042102; GO:0042593; GO:0042802; GO:0043065; GO:0043066; GO:0043410; GO:0045599; GO:0045669; GO:0045727; GO:0045765; GO:0045779; GO:0045893; GO:0045944; GO:0046427; GO:0048661; GO:0050731; GO:0050768; GO:0050796; GO:0050829; GO:0050830; GO:0050871; GO:0051384; GO:0051607; GO:0060252; GO:0061470; GO:0061888; GO:0070050; GO:0070091; GO:0070092; GO:0070102; GO:0070301; GO:0070345; GO:0071222; GO:0072540; GO:0072574; GO:0090091; GO:0090594; GO:0097421; GO:0097696; GO:0098586; GO:0150077; GO:0150078; GO:1900017; GO:1901731; GO:1902512; GO:1902895; GO:1903978; GO:1904894; GO:1904996; GO:2000553; GO:2000635; GO:2000660; GO:2000676
P05305	EDN1_HUMAN	reviewed	EDN1	EDN1	Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1]	9606	KW-0002; KW-0165; KW-0903; KW-0225; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732; KW-0838; KW-0839	GO:0000122; GO:0001821; GO:0001975; GO:0003015; GO:0003094; GO:0003100; GO:0003253; GO:0003357; GO:0005125; GO:0005179; GO:0005576; GO:0005737; GO:0006366; GO:0006874; GO:0007005; GO:0007166; GO:0007186; GO:0007204; GO:0007267; GO:0008284; GO:0010193; GO:0010460; GO:0010595; GO:0010613; GO:0010629; GO:0014034; GO:0014823; GO:0014824; GO:0014826; GO:0019229; GO:0019722; GO:0023019; GO:0030072; GO:0030133; GO:0030185; GO:0030195; GO:0030335; GO:0030878; GO:0031394; GO:0031707; GO:0031708; GO:0032308; GO:0032496; GO:0033093; GO:0033574; GO:0034392; GO:0034696; GO:0035050; GO:0035094; GO:0035994; GO:0042045; GO:0042310; GO:0042482; GO:0042554; GO:0043200; GO:0043410; GO:0043491; GO:0044321; GO:0044751; GO:0045178; GO:0045321; GO:0045429; GO:0045793; GO:0045840; GO:0045944; GO:0045987; GO:0046330; GO:0046887; GO:0046888; GO:0048237; GO:0048661; GO:0048675; GO:0050850; GO:0051248; GO:0051899; GO:0060070; GO:0060137; GO:0060298; GO:0060385; GO:0061051; GO:0061626; GO:0070101; GO:0070294; GO:0070301; GO:0070371; GO:0070588; GO:0071277; GO:0071346; GO:0071347; GO:0071356; GO:0071372; GO:0071373; GO:0071385; GO:0071389; GO:0071398; GO:0071456; GO:0071466; GO:0071526; GO:0071548; GO:0071560; GO:0072011; GO:0072112; GO:0086100; GO:0090023; GO:0097237; GO:0097492; GO:0141156; GO:0160195; GO:1900182; GO:1901224; GO:1902074; GO:1903537; GO:1904707; GO:1905653; GO:2001259
P06744	G6PI_HUMAN	reviewed	GPI	GPI	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (D-hexose-6-phosphate anomerase) (Glucose-6-phosphate C2-epimerase) (EC 5.1.3.-) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	9606	KW-0002; KW-0007; KW-0025; KW-0202; KW-0963; KW-0903; KW-0225; KW-0312; KW-0324; KW-0339; KW-0360; KW-0379; KW-0413; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832	GO:0002639; GO:0004347; GO:0005576; GO:0005737; GO:0005829; GO:0005975; GO:0006002; GO:0006094; GO:0006096; GO:0006959; GO:0007599; GO:0007611; GO:0010595; GO:0016020; GO:0016857; GO:0031625; GO:0032355; GO:0032570; GO:0033574; GO:0034774; GO:0035902; GO:0035994; GO:0043066; GO:0046686; GO:0047938; GO:0048029; GO:0051156; GO:0060170; GO:0061621; GO:0070062; GO:0097367; GO:1904813
P08476	INHBA_HUMAN	reviewed	INHBA	INHBA	Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF)	9606	KW-0002; KW-0165; KW-1015; KW-0325; KW-0339; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001541; GO:0001942; GO:0002244; GO:0005125; GO:0005179; GO:0005576; GO:0005886; GO:0006357; GO:0006914; GO:0006952; GO:0007166; GO:0007178; GO:0007267; GO:0007399; GO:0008083; GO:0008285; GO:0008584; GO:0010628; GO:0017046; GO:0019221; GO:0021773; GO:0030154; GO:0030218; GO:0030308; GO:0032689; GO:0032924; GO:0032926; GO:0032967; GO:0035987; GO:0042326; GO:0042476; GO:0042541; GO:0042701; GO:0042802; GO:0043509; GO:0043512; GO:0044877; GO:0045578; GO:0045648; GO:0045650; GO:0045893; GO:0045944; GO:0045945; GO:0046880; GO:0046881; GO:0046882; GO:0048471; GO:0051247; GO:0060021; GO:0060279; GO:0060391; GO:0060395; GO:0060936; GO:0061029; GO:0070374; GO:0070699; GO:0071372; GO:0071397; GO:0071456; GO:0090650; GO:0097154; GO:0097191; GO:1904044; GO:1904385; GO:2000134; GO:2001241
P08700	IL3_HUMAN	reviewed	IL3	IL3	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	9606	KW-0002; KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005135; GO:0005576; GO:0005894; GO:0006955; GO:0007267; GO:0007399; GO:0008083; GO:0008284; GO:0035162; GO:0038156; GO:0097696
P09038	FGF2_HUMAN	reviewed	FGF2	FGF2 FGFB	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)	9606	KW-0002; KW-0024; KW-0037; KW-0217; KW-0221; KW-0903; KW-0339; KW-0358; KW-1017; KW-0488; KW-0497; KW-0539; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832	GO:0001658; GO:0001938; GO:0002042; GO:0005104; GO:0005125; GO:0005178; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0006935; GO:0007165; GO:0007265; GO:0007399; GO:0008083; GO:0008284; GO:0008543; GO:0009792; GO:0009887; GO:0010595; GO:0010629; GO:0010764; GO:0014843; GO:0016604; GO:0019956; GO:0022008; GO:0030214; GO:0030334; GO:0038001; GO:0040037; GO:0042056; GO:0042060; GO:0042660; GO:0042802; GO:0043406; GO:0043410; GO:0043536; GO:0043537; GO:0045765; GO:0045766; GO:0045944; GO:0048149; GO:0048598; GO:0048864; GO:0051209; GO:0051897; GO:0060045; GO:0060591; GO:0060978; GO:0061045; GO:0062072; GO:0070374; GO:0071260; GO:0072089; GO:0090049; GO:0090050; GO:0090722; GO:1902748; GO:1902895; GO:1903377; GO:1903587; GO:1903672; GO:1904567; GO:1904707; GO:1905278; GO:1905555; GO:1905564; GO:2000544; GO:2000546; GO:2000573; GO:2001028
P09341	GROA_HUMAN	reviewed	CXCL1	CXCL1 GRO GRO1 GROA MGSA SCYB1	Growth-regulated alpha protein (C-X-C motif chemokine 1) (GRO-alpha(1-73)) (Melanoma growth stimulatory activity) (MGSA) (Neutrophil-activating protein 3) (NAP-3) [Cleaved into: GRO-alpha(4-73); GRO-alpha(5-73); GRO-alpha(6-73)]	9606	KW-0002; KW-0202; KW-0903; KW-1015; KW-0339; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005102; GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0007186; GO:0007399; GO:0008009; GO:0008047; GO:0008083; GO:0008285; GO:0030036; GO:0035556; GO:0035580; GO:1904724
P09429	HMGB1_HUMAN	reviewed	HMGB1	HMGB1 HMG1	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	9606	KW-0002; KW-0007; KW-1064; KW-0013; KW-0072; KW-1003; KW-0145; KW-0158; KW-0963; KW-0903; KW-1015; KW-0227; KW-0233; KW-0234; KW-0238; KW-0256; KW-0967; KW-0945; KW-0391; KW-0395; KW-0399; KW-1017; KW-0472; KW-0539; KW-0558; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964	GO:0000122; GO:0000400; GO:0000405; GO:0000793; GO:0000976; GO:0001530; GO:0001773; GO:0001786; GO:0001935; GO:0002218; GO:0002270; GO:0002281; GO:0002407; GO:0002437; GO:0002643; GO:0002840; GO:0003684; GO:0003690; GO:0003697; GO:0003713; GO:0003714; GO:0003723; GO:0003725; GO:0003727; GO:0005125; GO:0005178; GO:0005576; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005769; GO:0005783; GO:0005793; GO:0005886; GO:0006265; GO:0006284; GO:0006302; GO:0006303; GO:0006310; GO:0006338; GO:0006954; GO:0007204; GO:0008301; GO:0009986; GO:0010508; GO:0010858; GO:0016829; GO:0017053; GO:0017055; GO:0019958; GO:0030295; GO:0031175; GO:0031507; GO:0032392; GO:0032425; GO:0032689; GO:0032727; GO:0032728; GO:0032731; GO:0032732; GO:0032733; GO:0032735; GO:0032755; GO:0032757; GO:0032760; GO:0033151; GO:0034137; GO:0034145; GO:0034165; GO:0034774; GO:0035711; GO:0035767; GO:0035868; GO:0042056; GO:0042104; GO:0043005; GO:0043065; GO:0043277; GO:0043371; GO:0043388; GO:0043410; GO:0043536; GO:0043537; GO:0045063; GO:0045944; GO:0046330; GO:0046598; GO:0048018; GO:0050786; GO:0061629; GO:0070182; GO:0070374; GO:0071222; GO:0071639; GO:0090026; GO:0090303; GO:0097100; GO:0097350; GO:0140297; GO:0140656; GO:1901224; GO:1903672; GO:1904813; GO:1905564; GO:2000343; GO:2000426; GO:2000819; GO:2001200
